issueType,bankKey,itemId,status,routeKey,surface,field,value,reason
production_auto_grading_risk,b1_m06,v080149_cat06_practice_family_cat06_pf_065,active,b1_m06,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m06,v080149_cat06_practice_family_cat06_pf_066,active,b1_m06,production,answer/feedback,"self_check | self-marked | Production is practice only: check whether the message is short, polite, and avoids diagnosis/advice.",Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m06,v080149_cat06_practice_family_cat06_pf_066,active,b1_m06,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m06,v080149_cat06_practice_family_cat06_pf_067,active,b1_m06,production,answer/feedback,"self_check | self-marked | Production is practice only: check whether the message is short, polite, and avoids diagnosis/advice.",Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m06,v080149_cat06_practice_family_cat06_pf_067,active,b1_m06,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m06,v080149_cat06_practice_family_cat06_pf_102,active,b1_m06,production,answer/feedback,"self_check | self-marked | Production is practice only: check whether the message is short, polite, and avoids diagnosis/advice.",Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m06,v080149_cat06_practice_family_cat06_pf_102,active,b1_m06,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m06,v080149_cat06_practice_family_cat06_pf_104,active,b1_m06,production,answer/feedback,"self_check | self-marked | Production is practice only: check whether the message is short, polite, and avoids diagnosis/advice.",Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m06,v080149_cat06_practice_family_cat06_pf_104,active,b1_m06,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m07,v080149_cat07_collocation_cat07_coll_001,active,b1_m07,contrast,answer/feedback,eine Besprechung vereinbaren | Wir vereinbaren eine kurze Besprechung für Donnerstag. | Collocation: use `eine Besprechung vereinbaren` as a fixed workplace phrase.,Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m07,v080149_cat07_collocation_cat07_coll_002,active,b1_m07,correction,answer/feedback,an einer Besprechung teilnehmen | Ich nehme an der Besprechung teil. | Collocation: `teilnehmen` uses `an` + dative: `an der Besprechung teilnehmen`.,Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m07,v080149_cat07_collocation_cat07_coll_003,active,b1_m07,contrast,answer/feedback,Der Termin passt mir. | Der Termin am Mittwoch passt mir. | Collocation: use `Der Termin passt mir.` as a fixed workplace phrase.,Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m07,v080149_cat07_collocation_cat07_coll_004,active,b1_m07,contrast,answer/feedback,eine Einladung schicken | Ich schicke die Einladung heute. | Collocation: use `eine Einladung schicken` as a fixed workplace phrase.,Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m07,v080149_cat07_collocation_cat07_coll_006,active,b1_m07,contrast,answer/feedback,einen Raum buchen | Wir buchen einen Raum für die Besprechung. | Collocation: use `einen Raum buchen` as a fixed workplace phrase.,Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m07,v080149_cat07_collocation_cat07_coll_009,active,b1_m07,contrast,answer/feedback,die Kamera einschalten | Bitte schalten Sie die Kamera ein. | Collocation: use `die Kamera einschalten` as a fixed workplace phrase.,Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m07,v080149_cat07_collocation_cat07_coll_010,active,b1_m07,correction,answer/feedback,das Mikrofon ausschalten | Ich schalte das Mikrofon aus. | Collocation: use `das Mikrofon ausschalten` as a fixed workplace phrase.,Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m07,v080149_cat07_collocation_cat07_coll_011,active,b1_m07,contrast,answer/feedback,den Bildschirm teilen | Ich teile kurz meinen Bildschirm. | Collocation: use `den Bildschirm teilen` as a fixed workplace phrase.,Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m07,v080149_cat07_collocation_cat07_coll_012,active,b1_m07,contrast,answer/feedback,eine Präsentation halten | Morgen halte ich eine kurze Präsentation. | Collocation: use `eine Präsentation halten` as a fixed workplace phrase.,Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m07,v080149_cat07_collocation_cat07_coll_013,active,b1_m07,correction,answer/feedback,auf der Tagesordnung stehen | Das Thema steht auf der Tagesordnung. | Collocation: use `auf der Tagesordnung stehen` as a fixed workplace phrase.,Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m07,v080149_cat07_collocation_cat07_coll_014,active,b1_m07,contrast,answer/feedback,einen Tagesordnungspunkt besprechen | Wir besprechen den ersten Tagesordnungspunkt. | Collocation: use `einen Tagesordnungspunkt besprechen` as a fixed workplace phrase.,Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m07,v080149_cat07_collocation_cat07_coll_015,active,b1_m07,contrast,answer/feedback,einen Punkt auf die Tagesordnung setzen | Wir setzen diesen Punkt auf die Tagesordnung. | Collocation: use `einen Punkt auf die Tagesordnung setzen` as a fixed workplace phrase.,Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m07,v080149_cat07_collocation_cat07_coll_016,active,b1_m07,contrast,answer/feedback,ein Thema ansprechen | Ich möchte ein Thema kurz ansprechen. | Collocation: use `ein Thema ansprechen` as a fixed workplace phrase.,Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m07,v080149_cat07_collocation_cat07_coll_018,active,b1_m07,contrast,answer/feedback,eine Rückfrage haben | Ich habe dazu eine Rückfrage. | Collocation: use `eine Rückfrage haben` as a fixed workplace phrase.,Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m07,v080149_cat07_collocation_cat07_coll_022,active,b1_m07,contrast,answer/feedback,eine Aufgabe übernehmen | Ich übernehme diese Aufgabe. | Collocation: use `eine Aufgabe übernehmen` as a fixed workplace phrase.,Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m07,v080149_cat07_collocation_cat07_coll_026,active,b1_m07,contrast,answer/feedback,Rückmeldung geben | Bitte geben Sie mir bis Freitag Rückmeldung. | Collocation: use `Rückmeldung geben` as a fixed workplace phrase.,Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m07,v080149_cat07_collocation_cat07_coll_029,active,b1_m07,contrast,answer/feedback,eine Schicht übernehmen | Kann ich die Schicht am Montag übernehmen? | Collocation: use `eine Schicht übernehmen` as a fixed workplace phrase.,Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m07,v080149_cat07_collocation_cat07_coll_030,active,b1_m07,contrast,answer/feedback,die Verfügbarkeit prüfen | Wir prüfen die Verfügbarkeit im Team. | Collocation: use `die Verfügbarkeit prüfen` as a fixed workplace phrase.,Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m07,v080149_cat07_collocation_cat07_coll_031,active,b1_m07,contrast,answer/feedback,einen Zeitraum nennen | Bitte nennen Sie den gewünschten Zeitraum. | Collocation: use `einen Zeitraum nennen` as a fixed workplace phrase.,Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m07,v080149_cat07_collocation_cat07_coll_032,active,b1_m07,contrast,answer/feedback,Urlaub nehmen | Ich nehme im August Urlaub. | Leave phrase: use this only as language practice; workplace rules need review.,Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m07,v080149_cat07_collocation_cat07_coll_035,active,b1_m07,contrast,answer/feedback,eine Vertretung organisieren | Ich organisiere die Vertretung vor dem Urlaub. | Collocation: use `eine Vertretung organisieren` as a fixed workplace phrase.,Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m07,v080149_cat07_collocation_cat07_coll_036,active,b1_m07,contrast,answer/feedback,die Vertretung übernehmen | Frau Kaya übernimmt die Vertretung. | Collocation: use `die Vertretung übernehmen` as a fixed workplace phrase.,Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m07,v080149_cat07_collocation_cat07_coll_037,active,b1_m07,correction,answer/feedback,die Übergabe vorbereiten | Ich bereite die Übergabe bis Donnerstag vor. | Collocation: use `die Übergabe vorbereiten` as a fixed workplace phrase.,Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m07,v080149_cat07_redemittel_cat07_r_001,active,b1_m07,production,answer/feedback,self_check | Können Sie an der Besprechung teilnehmen? | Watch: Wrong preposition after teilnehmen.,Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m07,v080149_cat07_redemittel_cat07_r_001,active,b1_m07,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m07,v080149_cat07_redemittel_cat07_r_002,active,b1_m07,production,answer/feedback,self_check | Ich kann an der Besprechung teilnehmen. | Watch: Wrong preposition/case.,Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m07,v080149_cat07_redemittel_cat07_r_002,active,b1_m07,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m07,v080149_cat07_redemittel_cat07_r_005,active,b1_m07,production,answer/feedback,self_check | Passt Ihnen Mittwochvormittag? | Watch: passen takes dative person.,Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m07,v080149_cat07_redemittel_cat07_r_005,active,b1_m07,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m07,v080149_cat07_redemittel_cat07_r_008,active,b1_m07,production,answer/feedback,self_check | Könnten Sie mir bitte den Link schicken? | Watch: Receiver is dative: mir.,Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m07,v080149_cat07_redemittel_cat07_r_008,active,b1_m07,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m07,v080149_cat07_redemittel_cat07_r_010,active,b1_m07,production,answer/feedback,self_check | Können wir diesen Punkt auf die Tagesordnung setzen? | Watch: Meeting collocation: auf die Tagesordnung setzen.,Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m07,v080149_cat07_redemittel_cat07_r_010,active,b1_m07,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m07,v080149_cat07_redemittel_cat07_r_011,active,b1_m07,production,answer/feedback,self_check | Ich möchte kurz ein Thema ansprechen. | Watch: ansprechen means bring up/raise a topic.,Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m07,v080149_cat07_redemittel_cat07_r_011,active,b1_m07,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m07,v080149_cat07_redemittel_cat07_r_012,active,b1_m07,production,answer/feedback,self_check | Ich habe dazu eine Rückfrage. | Watch: Rückfrage = follow-up question; Rückmeldung = response/feedback.,Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m07,v080149_cat07_redemittel_cat07_r_012,active,b1_m07,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m07,v080149_cat07_redemittel_cat07_r_014,active,b1_m07,production,answer/feedback,self_check | Ich fasse das Ergebnis kurz zusammen. | Watch: zusammenfassen takes a direct object.,Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m07,v080149_cat07_redemittel_cat07_r_014,active,b1_m07,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m07,v080149_cat07_redemittel_cat07_r_018,active,b1_m07,production,answer/feedback,self_check | Wir könnten den Termin auf Donnerstag verschieben. | Watch: Konjunktiv II könnten makes the proposal softer.,Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m07,v080149_cat07_redemittel_cat07_r_018,active,b1_m07,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m07,v080149_cat07_redemittel_cat07_r_019,active,b1_m07,production,answer/feedback,self_check | Ich bin mit dem Vorschlag einverstanden. | Watch: einverstanden sein uses mit + dative.,Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m07,v080149_cat07_redemittel_cat07_r_019,active,b1_m07,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m07,v080149_cat07_redemittel_cat07_r_020,active,b1_m07,production,answer/feedback,"self_check | Wir brauchen bis Freitag eine Entscheidung. | Watch: Use bis Freitag, not bis am Freitag.",Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m07,v080149_cat07_redemittel_cat07_r_020,active,b1_m07,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m07,v080149_cat07_redemittel_cat07_r_021,active,b1_m07,production,answer/feedback,self_check | Ich übernehme diese Aufgabe. | Watch: übernehmen is the natural verb for taking a task.,Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m07,v080149_cat07_redemittel_cat07_r_021,active,b1_m07,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m07,v080149_cat07_redemittel_cat07_r_022,active,b1_m07,production,answer/feedback,self_check | Ich übergebe die Unterlagen an Frau Weber. | Watch: übergeben can use object + an + person.,Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m07,v080149_cat07_redemittel_cat07_r_022,active,b1_m07,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m07,v080149_cat07_redemittel_cat07_r_023,active,b1_m07,production,answer/feedback,self_check | Ich bin am Donnerstagvormittag verfügbar. | Watch: verfügbar is an adjective with sein.,Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m07,v080149_cat07_redemittel_cat07_r_023,active,b1_m07,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m07,v080149_cat07_redemittel_cat07_r_024,active,b1_m07,production,answer/feedback,self_check | Ich bin in diesem Zeitraum leider nicht verfügbar. | Watch: Zeitraum = period; Zeitpunkt = point in time.,Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m07,v080149_cat07_redemittel_cat07_r_024,active,b1_m07,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m07,v080149_cat07_redemittel_cat07_r_025,active,b1_m07,production,answer/feedback,self_check | Wann wären Sie nächste Woche verfügbar? | Watch: Fronted question word; finite verb follows.,Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m07,v080149_cat07_redemittel_cat07_r_025,active,b1_m07,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m07,v080149_cat07_redemittel_cat07_r_026,active,b1_m07,production,answer/feedback,self_check | Ich komme etwa zehn Minuten später. | Watch: Use Ich komme ... später for short delay.,Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m07,v080149_cat07_redemittel_cat07_r_026,active,b1_m07,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m07,v080149_cat07_redemittel_cat07_r_028,active,b1_m07,production,answer/feedback,self_check | Können wir die Besprechung bitte verschieben? | Watch: Use verschieben for rescheduling.,Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m07,v080149_cat07_redemittel_cat07_r_028,active,b1_m07,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m07,v080149_cat07_redemittel_cat07_r_029,active,b1_m07,production,answer/feedback,self_check | Die Besprechung muss leider ausfallen. | Watch: An event can ausfallen; a person absagt.,Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m07,v080149_cat07_redemittel_cat07_r_029,active,b1_m07,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m07,v080149_cat07_redemittel_cat07_r_032,active,b1_m07,production,answer/feedback,"self_check | Wäre es möglich, am Freitag frei zu nehmen? | Watch: um/zu infinitive pattern: frei zu nehmen.",Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m07,v080149_cat07_redemittel_cat07_r_032,active,b1_m07,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m07,v080149_cat07_redemittel_cat07_r_036,active,b1_m07,production,answer/feedback,self_check | Wer übernimmt meine Vertretung? | Watch: Vertretung übernehmen is the useful collocation.,Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m07,v080149_cat07_redemittel_cat07_r_036,active,b1_m07,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m07,v080149_cat07_redemittel_cat07_r_037,active,b1_m07,production,answer/feedback,"self_check | Ich kann die Vertretung am Montag übernehmen. | Watch: Use übernehmen, not nehmen.",Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m07,v080149_cat07_redemittel_cat07_r_037,active,b1_m07,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m07,v080149_cat07_redemittel_cat07_r_038,active,b1_m07,production,answer/feedback,self_check | Ich bereite die Übergabe bis Donnerstag vor. | Watch: Collocation: Übergabe vorbereiten.,Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m07,v080149_cat07_redemittel_cat07_r_038,active,b1_m07,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m07,v080149_cat07_redemittel_cat07_r_039,active,b1_m07,production,answer/feedback,self_check | Ich bin vom 12. bis 16. August nicht im Büro. | Watch: Use im Büro.,Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m07,v080149_cat07_redemittel_cat07_r_039,active,b1_m07,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m07,v080149_cat07_redemittel_cat07_r_044,active,b1_m07,production,answer/feedback,self_check | Könnten Sie mir bitte eine kurze Zusammenfassung schicken? | Watch: Receiver uses dative: mir.,Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m07,v080149_cat07_redemittel_cat07_r_044,active,b1_m07,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m07,v080149_cat07_redemittel_cat07_r_045,active,b1_m07,production,answer/feedback,self_check | Bitte geben Sie mir bis Mittwoch eine Rückmeldung. | Watch: Rückmeldung = response; Rückfrage = follow-up question.,Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m07,v080149_cat07_redemittel_cat07_r_045,active,b1_m07,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m07,v080149_cat07_redemittel_cat07_r_046,active,b1_m07,production,answer/feedback,self_check | Haben wir dazu schon eine Entscheidung? | Watch: Use haben with Entscheidung.,Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m07,v080149_cat07_redemittel_cat07_r_046,active,b1_m07,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m07,v080149_cat07_redemittel_cat07_r_047,active,b1_m07,production,answer/feedback,self_check | Darf ich kurz etwas ergänzen? | ergänzen,Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m07,v080149_cat07_redemittel_cat07_r_047,active,b1_m07,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m07,v080149_cat07_redemittel_cat07_r_048,active,b1_m07,production,answer/feedback,self_check | Ich sehe das ähnlich. | ähnlich sehen,Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m07,v080149_cat07_redemittel_cat07_r_048,active,b1_m07,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m07,v080149_cat07_redemittel_cat07_r_049,active,b1_m07,production,answer/feedback,"self_check | Ich bin mir nicht sicher, ob das passt. | ob-clause",Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m07,v080149_cat07_redemittel_cat07_r_049,active,b1_m07,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m07,v080149_cat07_redemittel_cat07_r_050,active,b1_m07,production,answer/feedback,self_check | Könnten wir das später entscheiden? | KII proposal,Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m07,v080149_cat07_redemittel_cat07_r_050,active,b1_m07,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m07,v080149_cat07_redemittel_cat07_r_051,active,b1_m07,production,answer/feedback,self_check | Sollen wir zuerst die offenen Fragen klären? | sollen wir,Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m07,v080149_cat07_redemittel_cat07_r_051,active,b1_m07,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m07,v080149_cat07_redemittel_cat07_r_052,active,b1_m07,production,answer/feedback,self_check | Ich würde gern noch einen Punkt besprechen. | würde gern,Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m07,v080149_cat07_redemittel_cat07_r_052,active,b1_m07,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m07,v080149_cat07_redemittel_cat07_r_053,active,b1_m07,production,answer/feedback,self_check | Das Thema passt besser in die nächste Besprechung. | Thema passt,Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m07,v080149_cat07_redemittel_cat07_r_053,active,b1_m07,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m07,v080149_cat07_redemittel_cat07_r_054,active,b1_m07,production,answer/feedback,self_check | Ich brauche dazu noch eine Rückmeldung. | Rückmeldung brauchen,Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m07,v080149_cat07_redemittel_cat07_r_054,active,b1_m07,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m07,v080149_cat07_redemittel_cat07_r_055,active,b1_m07,production,answer/feedback,self_check | Ich möchte meinen Urlaub rechtzeitig planen. | Urlaub planen,Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m07,v080149_cat07_redemittel_cat07_r_055,active,b1_m07,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m07,v080149_cat07_redemittel_cat07_r_057,active,b1_m07,production,answer/feedback,self_check | Ich habe die Vertretung schon abgesprochen. | Vertretung absprechen,Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m07,v080149_cat07_redemittel_cat07_r_057,active,b1_m07,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m07,v080149_cat07_redemittel_cat07_r_060,active,b1_m07,production,answer/feedback,self_check | Ich kann den Zeitraum noch ändern. | Zeitraum ändern,Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m07,v080149_cat07_redemittel_cat07_r_060,active,b1_m07,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m07,v080149_cat07_redemittel_cat07_r_061,active,b1_m07,production,answer/feedback,self_check | Ich nehme nur einen Urlaubstag. | Urlaubstag nehmen,Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m07,v080149_cat07_redemittel_cat07_r_061,active,b1_m07,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m07,v080149_cat07_redemittel_cat07_r_062,active,b1_m07,production,answer/feedback,self_check | Ich höre Sie leider nicht. | online meeting support,Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m07,v080149_cat07_redemittel_cat07_r_062,active,b1_m07,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m07,v080149_cat07_redemittel_cat07_r_063,active,b1_m07,production,answer/feedback,self_check | Mein Mikrofon ist noch ausgeschaltet. | Mikrofon ausgeschaltet,Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m07,v080149_cat07_redemittel_cat07_r_063,active,b1_m07,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m07,v080149_cat07_redemittel_cat07_r_064,active,b1_m07,production,answer/feedback,self_check | Ich teile kurz meinen Bildschirm. | Bildschirm teilen,Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m07,v080149_cat07_redemittel_cat07_r_064,active,b1_m07,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m08,v080149_cat08_collocation_cat08_coll_001,active,b1_m08,satzbau,answer/feedback,eine Bestellung aufgeben | Eine Kollegin möchte Büromaterial bestellen. | Collocation: use `eine Bestellung aufgeben` for placing an order.,Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m08,v080149_cat08_collocation_cat08_coll_002,active,b1_m08,satzbau,answer/feedback,einen Auftrag bearbeiten | Die Firma bearbeitet den Auftrag am Montag. | Collocation: use `einen Auftrag bearbeiten` as a fixed phrase in CAT08.,Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m08,v080149_cat08_collocation_cat08_coll_003,active,b1_m08,satzbau,answer/feedback,die Bestellnummer angeben | Am Telefon nennt man die Bestellnummer. | Collocation: use `die Bestellnummer angeben` when referring to an order.,Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m08,v080149_cat08_collocation_cat08_coll_004,active,b1_m08,satzbau,answer/feedback,einen Artikel bestellen | Der Artikel ist online verfügbar. | Collocation: use `einen Artikel bestellen` as a fixed phrase in CAT08.,Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m08,v080149_cat08_collocation_cat08_coll_005,active,b1_m08,satzbau,answer/feedback,die Ware erhalten | Die Ware ist heute angekommen. | Collocation: use `die Ware erhalten` as a fixed phrase in CAT08.,Static check found missing or potentially mismatched answer/feedback fields.
