itemId,sourceFile,routeOrModule,itemType,currentPrompt,currentStimulus,currentAnswer,issueType,issueSeverity,reason,recommendedAction,normalPracticeEligible,reviewStatus
v080149_cat09_practice_family_cat09_pf_067,content/b1-m09-complaints-customer-service.js,b1_m09,vocab_cloze,Der Händler bietet eine ___ an.,Der Händler bietet eine ___ an.,Reparatur,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat09_practice_family_cat09_pf_068,content/b1-m09-complaints-customer-service.js,b1_m09,vocab_cloze,Gilt die ___ noch?,Gilt die ___ noch?,Garantie,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat09_practice_family_cat09_pf_069,content/b1-m09-complaints-customer-service.js,b1_m09,vocab_cloze,Welche ___ gilt für die Rücksendung?,Welche ___ gilt für die Rücksendung?,Frist,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat09_practice_family_cat09_pf_070,content/b1-m09-complaints-customer-service.js,b1_m09,vocab_cloze,Ich habe eine ___ erhalten.,Ich habe eine ___ erhalten.,Gutschrift,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat10_practice_family_cat10_pf_001,content/b1-m10-technical-problems.js,b1_m10,vocab_cloze,Die App ___ sich nicht.,Die App ___ sich nicht.,öffnet,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat10_practice_family_cat10_pf_002,content/b1-m10-technical-problems.js,b1_m10,vocab_cloze,Ich kann mich nicht ___.,Ich kann mich nicht ___.,anmelden,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat10_practice_family_cat10_pf_003,content/b1-m10-technical-problems.js,b1_m10,vocab_cloze,Mein Passwort ___ nicht.,Mein Passwort ___ nicht.,funktioniert,internal_label_sanitised;cloze_needs_review;normal_practice_excluded_by_display_schema,medium,internal_label_sanitised;cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat10_practice_family_cat10_pf_004,content/b1-m10-technical-problems.js,b1_m10,vocab_cloze,Ich habe mein Passwort ___.,Ich habe mein Passwort ___.,vergessen,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat10_practice_family_cat10_pf_005,content/b1-m10-technical-problems.js,b1_m10,vocab_cloze,Ich bekomme eine ___.,Ich bekomme eine ___.,Fehlermeldung,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat10_practice_family_cat10_pf_006,content/b1-m10-technical-problems.js,b1_m10,vocab_cloze,Der Bildschirm bleibt ___.,Der Bildschirm bleibt ___.,schwarz,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat10_practice_family_cat10_pf_007,content/b1-m10-technical-problems.js,b1_m10,vocab_cloze,Das Programm ___ nicht.,Das Programm ___ nicht.,reagiert,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat10_practice_family_cat10_pf_008,content/b1-m10-technical-problems.js,b1_m10,vocab_cloze,Das Internet ist sehr ___.,Das Internet ist sehr ___.,langsam,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat10_practice_family_cat10_pf_009,content/b1-m10-technical-problems.js,b1_m10,vocab_cloze,Die Verbindung bricht immer wieder ___.,Die Verbindung bricht immer wieder ___.,ab,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat10_practice_family_cat10_pf_010,content/b1-m10-technical-problems.js,b1_m10,vocab_cloze,Der Drucker ___ nicht.,Der Drucker ___ nicht.,druckt,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat10_practice_family_cat10_pf_011,content/b1-m10-technical-problems.js,b1_m10,vocab_cloze,Ich kann den Anhang nicht ___.,Ich kann den Anhang nicht ___.,öffnen,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat10_practice_family_cat10_pf_012,content/b1-m10-technical-problems.js,b1_m10,vocab_cloze,Ich kann die Datei nicht ___.,Ich kann die Datei nicht ___.,hochladen,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat10_practice_family_cat10_pf_013,content/b1-m10-technical-problems.js,b1_m10,vocab_cloze,Ich kann die Datei nicht ___.,Ich kann die Datei nicht ___.,herunterladen,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat10_practice_family_cat10_pf_014,content/b1-m10-technical-problems.js,b1_m10,vocab_cloze,Ich kann das Formular nicht ___.,Ich kann das Formular nicht ___.,speichern,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat10_practice_family_cat10_pf_015,content/b1-m10-technical-problems.js,b1_m10,vocab_cloze,Der Link ___ nicht.,Der Link ___ nicht.,funktioniert,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat10_practice_family_cat10_pf_016,content/b1-m10-technical-problems.js,b1_m10,vocab_cloze,Der Ton ___ nicht.,Der Ton ___ nicht.,funktioniert,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat10_practice_family_cat10_pf_017,content/b1-m10-technical-problems.js,b1_m10,vocab_cloze,Mein Mikrofon ist ___.,Mein Mikrofon ist ___.,stumm,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat10_practice_family_cat10_pf_018,content/b1-m10-technical-problems.js,b1_m10,vocab_cloze,Meine Kamera ist ___.,Meine Kamera ist ___.,ausgeschaltet,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat10_practice_family_cat10_pf_019,content/b1-m10-technical-problems.js,b1_m10,vocab_cloze,Der Akku ist ___.,Der Akku ist ___.,leer,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat10_practice_family_cat10_pf_020,content/b1-m10-technical-problems.js,b1_m10,vocab_cloze,Der Speicher ist ___.,Der Speicher ist ___.,voll,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat10_practice_family_cat10_pf_021,content/b1-m10-technical-problems.js,b1_m10,vocab_cloze,Könnten Sie mir bitte ___?,Könnten Sie mir bitte ___?,helfen,internal_label_sanitised;cloze_needs_review;normal_practice_excluded_by_display_schema,medium,internal_label_sanitised;cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat10_practice_family_cat10_pf_022,content/b1-m10-technical-problems.js,b1_m10,vocab_cloze,Können Sie das bitte ___?,Können Sie das bitte ___?,prüfen,internal_label_sanitised;cloze_needs_review;normal_practice_excluded_by_display_schema,medium,internal_label_sanitised;cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat10_practice_family_cat10_pf_023,content/b1-m10-technical-problems.js,b1_m10,vocab_cloze,Könnten Sie mir eine kurze Anleitung ___?,Könnten Sie mir eine kurze Anleitung ___?,schicken,internal_label_sanitised;cloze_needs_review;normal_practice_excluded_by_display_schema,medium,internal_label_sanitised;cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat10_practice_family_cat10_pf_024,content/b1-m10-technical-problems.js,b1_m10,vocab_cloze,Was soll ich zuerst ___?,Was soll ich zuerst ___?,versuchen,internal_label_sanitised;cloze_needs_review;normal_practice_excluded_by_display_schema,medium,internal_label_sanitised;cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat10_practice_family_cat10_pf_025,content/b1-m10-technical-problems.js,b1_m10,vocab_cloze,Soll ich das Gerät neu ___?,Soll ich das Gerät neu ___?,starten,internal_label_sanitised;cloze_needs_review;normal_practice_excluded_by_display_schema,medium,internal_label_sanitised;cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat10_practice_family_cat10_pf_026,content/b1-m10-technical-problems.js,b1_m10,vocab_cloze,Brauchen Sie einen ___?,Brauchen Sie einen ___?,Screenshot,internal_label_sanitised;cloze_needs_review;normal_practice_excluded_by_display_schema,medium,internal_label_sanitised;cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat10_practice_family_cat10_pf_027,content/b1-m10-technical-problems.js,b1_m10,vocab_cloze,Ich schicke Ihnen die ___.,Ich schicke Ihnen die ___.,Fehlermeldung,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat10_practice_family_cat10_pf_028,content/b1-m10-technical-problems.js,b1_m10,vocab_cloze,Das hat leider nicht ___.,Das hat leider nicht ___.,geholfen,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat10_practice_family_cat10_pf_029,content/b1-m10-technical-problems.js,b1_m10,vocab_cloze,Jetzt funktioniert es ___.,Jetzt funktioniert es ___.,wieder,internal_label_sanitised;cloze_needs_review;normal_practice_excluded_by_display_schema,medium,internal_label_sanitised;cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat10_practice_family_cat10_pf_030,content/b1-m10-technical-problems.js,b1_m10,vocab_cloze,Ich brauche Zugang ___ System.,Ich brauche Zugang ___ System.,zum,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat10_practice_family_cat10_pf_031,content/b1-m10-technical-problems.js,b1_m10,vocab_cloze,Mein Zugang ist ___.,Mein Zugang ist ___.,gesperrt,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat10_practice_family_cat10_pf_032,content/b1-m10-technical-problems.js,b1_m10,vocab_cloze,Könnten Sie mein Passwort bitte ___?,Könnten Sie mein Passwort bitte ___?,zurücksetzen,internal_label_sanitised;cloze_needs_review;normal_practice_excluded_by_display_schema,medium,internal_label_sanitised;cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat10_practice_family_cat10_pf_033,content/b1-m10-technical-problems.js,b1_m10,vocab_cloze,Könnten Sie mein Konto bitte ___?,Könnten Sie mein Konto bitte ___?,entsperren,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat10_practice_family_cat10_pf_034,content/b1-m10-technical-problems.js,b1_m10,vocab_cloze,Ich habe keinen Code ___.,Ich habe keinen Code ___.,erhalten,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat10_practice_family_cat10_pf_035,content/b1-m10-technical-problems.js,b1_m10,vocab_cloze,Gibt es schon eine Rückmeldung zu meinem ___?,Gibt es schon eine Rückmeldung zu meinem ___?,Ticket,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat10_practice_family_cat10_pf_036,content/b1-m10-technical-problems.js,b1_m10,vocab_cloze,Die Ticketnummer ___ 4821.,Die Ticketnummer ___ 4821.,lautet,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat10_practice_family_cat10_pf_037,content/b1-m10-technical-problems.js,b1_m10,vocab_cloze,Das Problem besteht ___.,Das Problem besteht ___.,weiterhin,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat10_practice_family_cat10_pf_038,content/b1-m10-technical-problems.js,b1_m10,vocab_cloze,"Es ist dringend, ___ ich die Datei heute abgeben muss.","Es ist dringend, ___ ich die Datei heute abgeben muss.",weil,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat10_practice_family_cat10_pf_039,content/b1-m10-technical-problems.js,b1_m10,vocab_cloze,Ich komme nicht in die ___.,Ich komme nicht in die ___.,Videokonferenz,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat10_practice_family_cat10_pf_040,content/b1-m10-technical-problems.js,b1_m10,vocab_cloze,Ich kann meinen Bildschirm nicht ___.,Ich kann meinen Bildschirm nicht ___.,teilen,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat10_practice_family_cat10_pf_041,content/b1-m10-technical-problems.js,b1_m10,vocab_cloze,Ich schalte die Kamera kurz ___.,Ich schalte die Kamera kurz ___.,ein,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat10_practice_family_cat10_pf_042,content/b1-m10-technical-problems.js,b1_m10,vocab_cloze,Der Ton kommt mit ___.,Der Ton kommt mit ___.,Verzögerung,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat10_practice_family_cat10_pf_043,content/b1-m10-technical-problems.js,b1_m10,vocab_cloze,Die Datei hat das falsche ___.,Die Datei hat das falsche ___.,Format,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat10_practice_family_cat10_pf_044,content/b1-m10-technical-problems.js,b1_m10,vocab_cloze,Die Datei ist zu ___.,Die Datei ist zu ___.,groß,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat10_practice_family_cat10_pf_045,content/b1-m10-technical-problems.js,b1_m10,vocab_cloze,Wo wird die Datei ___?,Wo wird die Datei ___?,gespeichert,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat10_practice_family_cat10_pf_046,content/b1-m10-technical-problems.js,b1_m10,vocab_cloze,Ich kann das Formular nicht ___.,Ich kann das Formular nicht ___.,absenden,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat10_practice_family_cat10_pf_047,content/b1-m10-technical-problems.js,b1_m10,vocab_cloze,Könnten Sie mir den Link noch einmal ___?,Könnten Sie mir den Link noch einmal ___?,schicken,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat10_practice_family_cat10_pf_048,content/b1-m10-technical-problems.js,b1_m10,vocab_cloze,Bitte schicken Sie kein Passwort per ___.,Bitte schicken Sie kein Passwort per ___.,E-Mail,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat11_collocation_coll_cat11_016,content/b1-m11-colleague-feedback-conflict.js,b1_m11,multiple_choice,Welche Kollokation passt? find a solution,Welche Kollokation passt? find a solution,eine Lösung finden,choice_internal_label_artifact,medium,Excluded from normal practice by existing safeguards.,Human review or source-safe cue rewrite.,false,queued
v080149_cat11_collocation_coll_cat11_017,content/b1-m11-colleague-feedback-conflict.js,b1_m11,multiple_choice,Welche Kollokation passt? find a compromise,Welche Kollokation passt? find a compromise,einen Kompromiss finden,choice_internal_label_artifact,medium,internal_label_sanitised,Human review or source-safe cue rewrite.,false,queued
v080149_cat11_contrast_cat11_cs_016,content/b1-m11-colleague-feedback-conflict.js,b1_m11,multiple_choice,Welche Form passt in dieser Feedback- oder Konfliktsituation?,Welche Form passt in dieser Feedback- oder Konfliktsituation?,einen Kompromiss finden,choice_internal_label_artifact,medium,internal_label_sanitised,Human review or source-safe cue rewrite.,false,queued
v080149_cat11_practice_family_cat11_pf_001,content/b1-m11-colleague-feedback-conflict.js,b1_m11,vocab_cloze,Ich möchte Ihnen kurz Feedback ___.,Ich möchte Ihnen kurz Feedback ___.,geben,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat11_practice_family_cat11_pf_002,content/b1-m11-colleague-feedback-conflict.js,b1_m11,vocab_cloze,Könnten Sie mir bitte eine Rückmeldung ___?,Könnten Sie mir bitte eine Rückmeldung ___?,geben,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat11_practice_family_cat11_pf_003,content/b1-m11-colleague-feedback-conflict.js,b1_m11,vocab_cloze,Ich möchte meine Kritik sachlich ___.,Ich möchte meine Kritik sachlich ___.,äußern,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat11_practice_family_cat11_pf_004,content/b1-m11-colleague-feedback-conflict.js,b1_m11,vocab_cloze,Darf ich Ihnen einen kurzen Hinweis ___?,Darf ich Ihnen einen kurzen Hinweis ___?,geben,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat11_practice_family_cat11_pf_005,content/b1-m11-colleague-feedback-conflict.js,b1_m11,vocab_cloze,Ich möchte einen Vorschlag ___.,Ich möchte einen Vorschlag ___.,machen,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat11_practice_family_cat11_pf_006,content/b1-m11-colleague-feedback-conflict.js,b1_m11,vocab_cloze,Können wir das Problem kurz ___?,Können wir das Problem kurz ___?,klären,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat11_practice_family_cat11_pf_007,content/b1-m11-colleague-feedback-conflict.js,b1_m11,vocab_cloze,"Ich glaube, wir sollten das Missverständnis ___.","Ich glaube, wir sollten das Missverständnis ___.",klären,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat11_practice_family_cat11_pf_008,content/b1-m11-colleague-feedback-conflict.js,b1_m11,vocab_cloze,Wie können wir gemeinsam eine Lösung ___?,Wie können wir gemeinsam eine Lösung ___?,finden,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat11_practice_family_cat11_pf_009,content/b1-m11-colleague-feedback-conflict.js,b1_m11,vocab_cloze,Vielleicht können wir einen Kompromiss ___.,Vielleicht können wir einen Kompromiss ___.,finden,internal_label_sanitised;cloze_needs_review;normal_practice_excluded_by_display_schema,medium,internal_label_sanitised;cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat11_practice_family_cat11_pf_010,content/b1-m11-colleague-feedback-conflict.js,b1_m11,vocab_cloze,Können wir eine klare Absprache ___?,Können wir eine klare Absprache ___?,treffen,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat11_practice_family_cat11_pf_011,content/b1-m11-colleague-feedback-conflict.js,b1_m11,vocab_cloze,Wir möchten den Konflikt sachlich ___.,Wir möchten den Konflikt sachlich ___.,lösen,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat11_practice_family_cat11_pf_012,content/b1-m11-colleague-feedback-conflict.js,b1_m11,vocab_cloze,Ich bin in diesem Punkt anderer ___.,Ich bin in diesem Punkt anderer ___.,Meinung,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat11_practice_family_cat11_pf_013,content/b1-m11-colleague-feedback-conflict.js,b1_m11,vocab_cloze,Ich möchte sachlich auf die Kritik ___.,Ich möchte sachlich auf die Kritik ___.,reagieren,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat11_practice_family_cat11_pf_014,content/b1-m11-colleague-feedback-conflict.js,b1_m11,vocab_cloze,Ich möchte Ihnen besser ___.,Ich möchte Ihnen besser ___.,zuhören,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat11_practice_family_cat11_pf_015,content/b1-m11-colleague-feedback-conflict.js,b1_m11,vocab_cloze,Ich kann Sie dabei ___.,Ich kann Sie dabei ___.,unterstützen,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat11_practice_family_cat11_pf_016,content/b1-m11-colleague-feedback-conflict.js,b1_m11,vocab_cloze,Ich übernehme dafür die ___.,Ich übernehme dafür die ___.,Verantwortung,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat11_practice_family_cat11_pf_017,content/b1-m11-colleague-feedback-conflict.js,b1_m11,vocab_cloze,Wir müssen zuerst die Prioritäten ___.,Wir müssen zuerst die Prioritäten ___.,klären,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat11_practice_family_cat11_pf_018,content/b1-m11-colleague-feedback-conflict.js,b1_m11,vocab_cloze,Könnten wir bitte sachlich ___?,Könnten wir bitte sachlich ___?,bleiben,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat11_practice_family_cat11_pf_019,content/b1-m11-colleague-feedback-conflict.js,b1_m11,vocab_cloze,Bitte lassen Sie mich kurz ___.,Bitte lassen Sie mich kurz ___.,ausreden,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat11_practice_family_cat11_pf_020,content/b1-m11-colleague-feedback-conflict.js,b1_m11,vocab_cloze,Das war nicht meine ___.,Das war nicht meine ___.,Absicht,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat11_practice_family_cat11_pf_082,content/b1-m11-colleague-feedback-conflict.js,b1_m11,vocab_cloze,Feedback ___.,Feedback ___.,geben,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat11_practice_family_cat11_pf_083,content/b1-m11-colleague-feedback-conflict.js,b1_m11,vocab_cloze,eine Rückmeldung ___.,eine Rückmeldung ___.,geben,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat11_practice_family_cat11_pf_084,content/b1-m11-colleague-feedback-conflict.js,b1_m11,vocab_cloze,Kritik ___.,Kritik ___.,äußern,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat11_practice_family_cat11_pf_085,content/b1-m11-colleague-feedback-conflict.js,b1_m11,vocab_cloze,einen Hinweis ___.,einen Hinweis ___.,geben,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat11_practice_family_cat11_pf_086,content/b1-m11-colleague-feedback-conflict.js,b1_m11,vocab_cloze,einen Verbesserungsvorschlag ___.,einen Verbesserungsvorschlag ___.,machen,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat11_practice_family_cat11_pf_087,content/b1-m11-colleague-feedback-conflict.js,b1_m11,vocab_cloze,einen Vorschlag ___.,einen Vorschlag ___.,machen,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat11_practice_family_cat11_pf_088,content/b1-m11-colleague-feedback-conflict.js,b1_m11,vocab_cloze,einen Einwand ___.,einen Einwand ___.,haben,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
