sourceIssueType,issueType,bankKey,itemId,afterStatus,afterIssues,sourcePrompt,sourceCue,recommendedAction
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_practice_family_cat14_pf_078,active-normal,,Welche Verbindung passt in dieser Situation am besten? | Optionen: Deshalb komme ich später. / Deshalb ich komme später. / Weil komme ich später. / Obwohl komme ich später. | Deshalb komme ich später. | Deshalb komme ich später. | `weil` gives a reason; the finite verb goes to the end.,,Non-blocking source cleanup candidate; runtime guard already prevents learner-facing leakage.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_practice_family_cat14_pf_079,active-normal,,Welche Verbindung passt in dieser Situation am besten? | Optionen: weil ich später komme / weil ich komme später / weil komme ich später / weil später ich komme | weil ich später komme | weil ich später komme | `weil` gives a reason; the finite verb goes to the end.,,Non-blocking source cleanup candidate; runtime guard already prevents learner-facing leakage.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_practice_family_cat14_pf_080,active-normal,,"Welche Verbindung passt in dieser Situation am besten? | Optionen: Wenn Sie Zeit haben, rufen Sie mich an. / Wenn Sie Zeit haben, Sie rufen mich an. / Wenn haben Sie Zeit, rufen Sie mich an. / Wenn Sie Zeit haben, mich rufen Sie an. | Wenn Sie Zeit haben, rufen Sie mich an. | Wenn Sie Zeit haben, rufen Sie mich an. | `wenn` introduces a condition; the finite verb goes to the end.",,Non-blocking source cleanup candidate; runtime guard already prevents learner-facing leakage.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_practice_family_cat14_pf_081,active-normal,,"Welche Verbindung passt in dieser Situation am besten? | Optionen: Ich lese den Satz, um den Fehler zu finden. / Ich lese den Satz, damit den Fehler zu finden. / Ich lese den Satz, um ich finde den Fehler. / Ich lese den Satz, weil den Fehler zu finden. | Ich lese den Satz, um den Fehler zu finden. | Ich lese den Satz, um den Fehler zu finden. | `weil` gives a reason; the finite verb goes to the e",,Non-blocking source cleanup candidate; runtime guard already prevents learner-facing leakage.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_practice_family_cat14_pf_082,active-normal,,"Welche Verbindung passt in dieser Situation am besten? | Optionen: Ich schreibe Ihnen, damit Sie die Nummer haben. / Ich schreibe Ihnen, um Sie die Nummer zu haben. / Ich schreibe Ihnen, weil Sie die Nummer haben. / Ich schreibe Ihnen, deshalb Sie die Nummer haben. | Ich schreibe Ihnen, damit Sie die Nummer haben. | Ich schreibe Ihnen, damit Sie die Nummer haben. | `weil` gives a reason; the finit",,Non-blocking source cleanup candidate; runtime guard already prevents learner-facing leakage.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_practice_family_cat14_pf_083,active-normal,,Welche Verbindung passt in dieser Situation am besten? | Optionen: Ich brauche auch eine Kopie. / Ich brauche also eine Kopie. / Außerdem ich brauche eine Kopie. / Ich also brauche eine Kopie. | Ich brauche auch eine Kopie. | Ich brauche auch eine Kopie. | `als` is used for one past time; word order is verb-final in the clause.,,Non-blocking source cleanup candidate; runtime guard already prevents learner-facing leakage.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_practice_family_cat14_pf_085,review,cloze_needs_review|normal_practice_excluded_by_display_schema|cloze_context_cue_missing,"Ich kann nicht kommen, ___ ich krank bin. | Ich kann nicht kommen, ___ ich krank bin. | Ich kann nicht kommen, weil ich krank bin. | weil | `weil` gives a reason; the finite verb goes to the end.","Ich kann nicht kommen, ___ ich krank bin.",Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_practice_family_cat14_pf_086,review,cloze_needs_review|normal_practice_excluded_by_display_schema|cloze_context_cue_missing,"Ich kann nicht kommen, ___ ich bin krank. | Ich kann nicht kommen, ___ ich bin krank. | Ich kann nicht kommen, denn ich bin krank. | denn | `denn` gives a reason but keeps normal main-clause word order.","Ich kann nicht kommen, ___ ich bin krank.",Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_practice_family_cat14_pf_087,review,cloze_needs_review|normal_practice_excluded_by_display_schema|cloze_context_cue_missing,"Ich bin krank, ___ kann ich nicht kommen. | Ich bin krank, ___ kann ich nicht kommen. | Ich bin krank, deshalb kann ich nicht kommen. | deshalb | `deshalb/deswegen` show a result; the finite verb stays in position 2.","Ich bin krank, ___ kann ich nicht kommen.",Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_practice_family_cat14_pf_088,review,cloze_needs_review|normal_practice_excluded_by_display_schema|cloze_context_cue_missing,"Die Unterlagen fehlen, ___ schreibe ich Ihnen. | Die Unterlagen fehlen, ___ schreibe ich Ihnen. | Die Unterlagen fehlen, deswegen schreibe ich Ihnen. | deswegen | `deshalb/deswegen` show a result; the finite verb stays in position 2.","Die Unterlagen fehlen, ___ schreibe ich Ihnen.",Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_practice_family_cat14_pf_089,review,cloze_needs_review|normal_practice_excluded_by_display_schema|cloze_context_cue_missing,"___ ich wenig Zeit habe, rufe ich kurz an. | ___ ich wenig Zeit habe, rufe ich kurz an. | Obwohl ich wenig Zeit habe, rufe ich kurz an. | Obwohl | `obwohl` introduces a concession; the finite verb goes to the end.","___ ich wenig Zeit habe, rufe ich kurz an.",Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_practice_family_cat14_pf_090,review,cloze_needs_review|normal_practice_excluded_by_display_schema|cloze_context_cue_missing,"Ich habe wenig Zeit, ___ rufe ich kurz an. | Ich habe wenig Zeit, ___ rufe ich kurz an. | Ich habe wenig Zeit, trotzdem rufe ich kurz an. | trotzdem | `trotzdem` starts a main clause; the finite verb stays in position 2.","Ich habe wenig Zeit, ___ rufe ich kurz an.",Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_practice_family_cat14_pf_091,review,cloze_needs_review|normal_practice_excluded_by_display_schema|cloze_context_cue_missing,"___ Sie Zeit haben, rufen Sie mich bitte zurück. | ___ Sie Zeit haben, rufen Sie mich bitte zurück. | Wenn Sie Zeit haben, rufen Sie mich bitte zurück. | Wenn | `wenn` introduces a condition; the finite verb goes to the end.","___ Sie Zeit haben, rufen Sie mich bitte zurück.",Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_practice_family_cat14_pf_093,active-normal,,"Ich weiß nicht, ___ der Termin bestätigt ist. | Ich weiß nicht, ___ der Termin bestätigt ist. | Ich weiß nicht, ob der Termin bestätigt ist. | ob | `ob` introduces an indirect yes/no question; the finite verb goes to the end.",,Non-blocking source cleanup candidate; runtime guard already prevents learner-facing leakage.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_practice_family_cat14_pf_094,active-normal,,"Ich hoffe, ___ der Termin stattfindet. | Ich hoffe, ___ der Termin stattfindet. | Ich hoffe, dass der Termin stattfindet. | dass | `dass` introduces reported information; the finite verb goes to the end.",,Non-blocking source cleanup candidate; runtime guard already prevents learner-facing leakage.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_practice_family_cat14_pf_096,review,cloze_needs_review|normal_practice_excluded_by_display_schema|cloze_context_cue_missing,"___ ich warte, fülle ich das Formular aus. | ___ ich warte, fülle ich das Formular aus. | Während ich warte, fülle ich das Formular aus. | Während | „während“ means while. | CAT14 connector/word-order row requires human/native review for B1/B2 boundary, tense, register, multi-answer or accepted-answer safety. | CAT14 connector/word-order row requires human/native review for B1/B2 boundary, tense,","___ ich warte, fülle ich das Formular aus.",Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_practice_family_cat14_pf_097,review,cloze_needs_review|normal_practice_excluded_by_display_schema|cloze_context_cue_missing,"___ ich unterschreibe, lese ich den Text. | ___ ich unterschreibe, lese ich den Text. | Bevor ich unterschreibe, lese ich den Text. | Bevor | `bevor` means before; the finite verb goes to the end.","___ ich unterschreibe, lese ich den Text.",Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_practice_family_cat14_pf_100,review,cloze_needs_review|normal_practice_excluded_by_display_schema|cloze_context_cue_missing,"___ ich die Bestätigung bekomme, warte ich. | ___ ich die Bestätigung bekomme, warte ich. | Bis ich die Bestätigung bekomme, warte ich. | Bis | „bis“ marks the endpoint: until. | CAT14 connector/word-order row requires human/native review for B1/B2 boundary, tense, register, multi-answer or accepted-answer safety. | CAT14 connector/word-order row requires human/native review for B1/B2 boundary, te","___ ich die Bestätigung bekomme, warte ich.",Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_practice_family_cat14_pf_103,review,cloze_needs_review|normal_practice_excluded_by_display_schema|cloze_context_cue_missing,"Ich schreibe, ___ Sie die Daten haben. | Ich schreibe, ___ Sie die Daten haben. | Ich schreibe, damit Sie die Daten haben. | damit | „damit“ introduces a purpose clause. | CAT14 connector/word-order row requires human/native review for B1/B2 boundary, tense, register, multi-answer or accepted-answer safety. | CAT14 connector/word-order row requires human/native review for B1/B2 boundary, tense, re","Ich schreibe, ___ Sie die Daten haben.",Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_practice_family_cat14_pf_104,active,,"Ich rufe an, ___ einen Termin zu vereinbaren. | Ich rufe an, ___ einen Termin zu vereinbaren. | Ich rufe an, um einen Termin zu vereinbaren. | um | „um ... zu“ introduces an infinitive purpose phrase. | CAT14 connector/word-order row requires human/native review for B1/B2 boundary, tense, register, multi-answer or accepted-answer safety. | CAT14 connector/word-order row requires human/native revie","Ich rufe an, ___ einen Termin zu vereinbaren.",Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_practice_family_cat14_pf_106,review,cloze_needs_review|normal_practice_excluded_by_display_schema|cloze_context_cue_missing,___ brauche ich eine schriftliche Bestätigung. | ___ brauche ich eine schriftliche Bestätigung. | Außerdem brauche ich eine schriftliche Bestätigung. | Außerdem | `außerdem/zusätzlich` add information; the finite verb stays in position 2.,___ brauche ich eine schriftliche Bestätigung.,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_practice_family_cat14_pf_115,active,,"Verbinde die Sätze mit „um ... zu“. ___ | Ich rufe an. Ich vereinbare einen Termin. | Ich rufe an, um einen Termin zu vereinbaren. | Ich rufe an, um einen Termin zu vereinbaren. | Use „um ... zu“ for same-subject purpose. | CAT14 connector/word-order row requires human/native review for B1/B2 boundary, tense, register, multi-answer or accepted-answer safety. | CAT14 connector/word-order row requir",Ich rufe an. Ich vereinbare einen Termin.,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_practice_family_cat14_pf_126,active,,"Write one sentence with „um ... zu“. Useful frame: Ich rufe an, um ... zu ... | self_marked | self_check | self_marked | Self-check: Did you use an infinitive with zu? | CAT14 connector/word-order row requires human/native review for B1/B2 boundary, tense, register, multi-answer or accepted-answer safety. | CAT14 connector/word-order row requires human/native review for B1/B2 boundary, tense, regi",,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_practice_family_cat14_pf_127,active,,"Write one sentence with „damit“. Useful frame: Ich schreibe, damit Sie ... | self_marked | self_check | self_marked | Self-check: Did the damit-clause have a finite verb at the end? | CAT14 connector/word-order row requires human/native review for B1/B2 boundary, tense, register, multi-answer or accepted-answer safety. | CAT14 connector/word-order row requires human/native review for B1/B2 boundar",,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_x_vs_y_internal_label,b1_m14,v080149_cat14_practice_family_cat14_pf_133,review,prompt_internal_label_sanitised|internal_label_visible,"Write two tiny examples: one with „als“, one with „wenn“. Useful idea: single past event vs repeated/current situation. | self_marked | self_check | self_marked | Self-check: Did als describe a single past event?",,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_redemittel_cat14_r_022,active,internal_label_sanitised,"Welche Form passt? office task | time simultaneous | While I wait, I fill in the form. | Während ich warte, fülle ich das Formular aus. | Während ich warte, fülle ich das Formular aus. | Watch: verb-final in während-clause; V2 in main clause | CAT14 connector/word-order row requires human/native review for B1/B2 boundary, tense, register, multi-answer or accepted-answer safety. | CAT14 connector/w",time simultaneous,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_redemittel_cat14_r_023,active,internal_label_sanitised,"Welche Form passt? form submission | time before | Before I send the form, I check the details. | Bevor ich das Formular abschicke, prüfe ich die Angaben. | Bevor ich das Formular abschicke, prüfe ich die Angaben. | Watch: verb-final after bevor | CAT14 connector/word-order row requires human/native review for B1/B2 boundary, tense, register, multi-answer or accepted-answer safety. | CAT14 connect",time before,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_redemittel_cat14_r_026,active,internal_label_sanitised,"Welche Form passt? admin wait | time until | Until I receive confirmation, I wait. | Bis ich die Bestätigung bekomme, warte ich. | Bis ich die Bestätigung bekomme, warte ich. | Watch: verb-final after bis | CAT14 connector/word-order row requires human/native review for B1/B2 boundary, tense, register, multi-answer or accepted-answer safety. | CAT14 connector/word-order row requires human/native r",time until,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_redemittel_cat14_r_027,active,internal_label_sanitised,"Welche Form passt? absence | time duration | As long as I am ill, I stay at home. | Solange ich krank bin, bleibe ich zu Hause. | Solange ich krank bin, bleibe ich zu Hause. | Watch: verb-final after solange | CAT06 overlap and nuance. | CAT06 overlap and nuance.",time duration,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_redemittel_cat14_r_030,active,internal_label_sanitised,"Welche Form passt? appointment purpose | purpose | I am calling to arrange an appointment. | Ich rufe an, um einen Termin zu vereinbaren. | Ich rufe an, um einen Termin zu vereinbaren. | Watch: um ... zu uses infinitive | CAT14 connector/word-order row requires human/native review for B1/B2 boundary, tense, register, multi-answer or accepted-answer safety. | CAT14 connector/word-order row requires",purpose,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_redemittel_cat14_r_033,active,internal_label_sanitised,"Welche Form passt? task process | sequence | After that I check the solution. | Danach kontrolliere ich die Lösung. | Danach kontrolliere ich die Lösung. | Watch: V2 after danach | CAT14 connector/word-order row requires human/native review for B1/B2 boundary, tense, register, multi-answer or accepted-answer safety. | CAT14 connector/word-order row requires human/native review for B1/B2 boundary,",sequence,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_redemittel_cat14_r_045,active,internal_label_sanitised,"Welche Form passt? office | purpose politely | I am sending the number so that you can find the case/process. | Ich sende die Nummer, damit Sie den Vorgang finden können. | Ich sende die Nummer, damit Sie den Vorgang finden können. | Watch: wrong word order after connector | CAT14 connector/word-order row requires human/native review for B1/B2 boundary, tense, register, multi-answer or accepted-an",purpose politely,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_redemittel_cat14_r_051,active,internal_label_sanitised,"Welche Form passt? workflow | time after | After I have checked everything, I send the form. | Nachdem ich alles geprüft habe, schicke ich das Formular ab. | Nachdem ich alles geprüft habe, schicke ich das Formular ab. | Watch: wrong word order after connector | CAT14 connector/word-order row requires human/native review for B1/B2 boundary, tense, register, multi-answer or accepted-answer safety.",time after,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_redemittel_cat14_r_052,active,internal_label_sanitised,"Welche Form passt? workflow | time during | While the programme loads, I wait briefly. | Während das Programm lädt, warte ich kurz. | Während das Programm lädt, warte ich kurz. | Watch: wrong word order after connector | CAT14 connector/word-order row requires human/native review for B1/B2 boundary, tense, register, multi-answer or accepted-answer safety. | CAT14 connector/word-order row requires",time during,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_redemittel_cat14_r_053,active,internal_label_sanitised,"Welche Form passt? workflow | time until | Until the page has loaded, I wait. | Bis die Seite geladen ist, warte ich. | Bis die Seite geladen ist, warte ich. | Watch: wrong word order after connector | CAT14 connector/word-order row requires human/native review for B1/B2 boundary, tense, register, multi-answer or accepted-answer safety. | CAT14 connector/word-order row requires human/native review",time until,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_redemittel_cat14_r_054,active,internal_label_sanitised,"Welche Form passt? learning | time since | Since I have practised every day, I understand the texts better. | Seitdem ich jeden Tag übe, verstehe ich die Texte besser. | Seitdem ich jeden Tag übe, verstehe ich die Texte besser. | Watch: wrong word order after connector | CAT14 connector/word-order row requires human/native review for B1/B2 boundary, tense, register, multi-answer or accepted-answer",time since,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_redemittel_cat14_r_063,active,internal_label_sanitised,"Welche Form passt? office | immediate sequence | As soon as I have the answer, I will forward it. | Sobald ich die Antwort habe, leite ich sie weiter. | Sobald ich die Antwort habe, leite ich sie weiter. | Watch: wrong word order after connector | CAT14 connector/word-order row requires human/native review for B1/B2 boundary, tense, register, multi-answer or accepted-answer safety. | CAT14 connect",immediate sequence,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_redemittel_cat14_r_064,active,internal_label_sanitised,"Welche Form passt? workplace | duration condition | As long as the system does not work, I cannot work. | Solange das System nicht funktioniert, kann ich nicht arbeiten. | Solange das System nicht funktioniert, kann ich nicht arbeiten. | Watch: wrong word order after connector | CAT14 connector/word-order row requires human/native review for B1/B2 boundary, tense, register, multi-answer or accepte",duration condition,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_wortschatz_cat14_w_001,active,,Welches Wort passt? because | Reason/cause | because | weil | weil | `weil` gives a reason; the finite verb goes to the end.,Reason/cause,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_wortschatz_cat14_w_002,active,,Welches Wort passt? because/for | Reason/cause | because/for | denn | denn | `weil` gives a reason; the finite verb goes to the end.,Reason/cause,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_wortschatz_cat14_w_003,active,,Welches Wort passt? therefore/that is why | Reason/cause | therefore/that is why | deshalb | deshalb | `weil` gives a reason; the finite verb goes to the end.,Reason/cause,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_wortschatz_cat14_w_004,active,,Welches Wort passt? therefore/for that reason | Reason/cause | therefore/for that reason | deswegen | deswegen | `denn` gives a reason but keeps normal main-clause word order.,Reason/cause,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_wortschatz_cat14_w_005,active,,Welches Wort passt? therefore/that is why | Reason/cause | therefore/that is why | darum | darum | `deshalb/deswegen` show a result; the finite verb stays in position 2.,Reason/cause,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_wortschatz_cat14_w_010,active,,Welches Wort passt? so/therefore | Result/consequence | so/therefore | also | also | `deshalb/deswegen` show a result; the finite verb stays in position 2.,Result/consequence,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_wortschatz_cat14_w_012,active,,Welches Wort passt? but | Contrast/concession | but | aber | aber | `obwohl` introduces a concession; the finite verb goes to the end.,Contrast/concession,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_wortschatz_cat14_w_013,active,,"Welches Wort passt? but rather | Contrast/concession | but rather | sondern | sondern | `sondern` corrects a negative first idea: nicht A, sondern B.",Contrast/concession,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_wortschatz_cat14_w_014,active,,Welches Wort passt? although/even though | Contrast/concession | although/even though | obwohl | obwohl | `obwohl` introduces a concession; the finite verb goes to the end.,Contrast/concession,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_wortschatz_cat14_w_015,active,,Welches Wort passt? nevertheless/still | Contrast/concession | nevertheless/still | trotzdem | trotzdem | `obwohl` introduces a concession; the finite verb goes to the end.,Contrast/concession,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_wortschatz_cat14_w_019,active,,Welches Wort passt? if/when | Condition | if/when | wenn | wenn | `wenn` is used for conditions/repeated times; `als` is for one past time.,Condition,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_wortschatz_cat14_w_020,active,,Welches Wort passt? if/in case | Condition | if/in case | falls | falls | `wenn` introduces a condition; the finite verb goes to the end.,Condition,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_wortschatz_cat14_w_022,active,,Welches Wort passt? whether/if | Indirect question/complement | whether/if | ob | ob | `wenn` introduces a condition; the finite verb goes to the end.,Indirect question/complement,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_wortschatz_cat14_w_023,active,,Welches Wort passt? that | Indirect question/complement | that | dass | dass | `ob` introduces an indirect yes/no question; the finite verb goes to the end.,Indirect question/complement,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_wortschatz_cat14_w_024,active,,Welches Wort passt? why | Indirect question/complement | why | warum | warum | `weil` gives a reason; the finite verb goes to the end.,Indirect question/complement,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_wortschatz_cat14_w_025,active,,Welches Wort passt? when | Indirect question/complement | when | wann | wann | `wenn` is used for conditions/repeated times; `als` is for one past time.,Indirect question/complement,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_wortschatz_cat14_w_026,active,,Welches Wort passt? where | Indirect question/complement | where | wo | wo | `wenn` introduces a condition; the finite verb goes to the end.,Indirect question/complement,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_wortschatz_cat14_w_027,active,,Welches Wort passt? how | Indirect question/complement | how | wie | wie | `ob` introduces an indirect yes/no question; the finite verb goes to the end.,Indirect question/complement,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_wortschatz_cat14_w_030,active,,Welches Wort passt? while/during | Time | while/during | während | während | `bevor` means before; the finite verb goes to the end.,Time,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_wortschatz_cat14_w_031,active,,"Welches Wort passt? before | Time | before | bevor | bevor | Introduces earlier/later ordering: before something happens. | CAT14 connector/word-order row requires human/native review for B1/B2 boundary, tense, register, multi-answer or accepted-answer safety. | CAT14 connector/word-order row requires human/native review for B1/B2 boundary, tense, register, multi-answer or accepted-answer safety.",Time,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_wortschatz_cat14_w_034,active,,"Welches Wort passt? until | Time | until | bis | bis | Endpoint connector; action/state continues until a point. | CAT14 connector/word-order row requires human/native review for B1/B2 boundary, tense, register, multi-answer or accepted-answer safety. | CAT14 connector/word-order row requires human/native review for B1/B2 boundary, tense, register, multi-answer or accepted-answer safety.",Time,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_wortschatz_cat14_w_037,active,,Welches Wort passt? whenever | Time | whenever | immer wenn | immer wenn | `wenn` is used for conditions/repeated times; `als` is for one past time.,Time,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_wortschatz_cat14_w_039,active,,"Welches Wort passt? so that/in order that | Purpose | so that/in order that | damit | damit | Purpose clause with a finite verb; subject can be different. | CAT14 connector/word-order row requires human/native review for B1/B2 boundary, tense, register, multi-answer or accepted-answer safety. | CAT14 connector/word-order row requires human/native review for B1/B2 boundary, tense, register, multi-a",Purpose,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_wortschatz_cat14_w_040,active,,"Welches Wort passt? in order to | Purpose | in order to | um ... zu | um ... zu | Infinitive purpose frame; normally same subject. | CAT14 connector/word-order row requires human/native review for B1/B2 boundary, tense, register, multi-answer or accepted-answer safety. | CAT14 connector/word-order row requires human/native review for B1/B2 boundary, tense, register, multi-answer or accepted-answer",Purpose,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_wortschatz_cat14_w_045,active,,Welches Wort passt? first | Sequence/addition | first | zuerst | zuerst | `dass` introduces reported information; the finite verb goes to the end.,Sequence/addition,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_wortschatz_cat14_w_046,active,,Welches Wort passt? then | Sequence/addition | then | dann | dann | `wenn` introduces a condition; the finite verb goes to the end.,Sequence/addition,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_wortschatz_cat14_w_047,active,,Welches Wort passt? after that | Sequence/addition | after that | danach | danach | `bevor` means before; the finite verb goes to the end.,Sequence/addition,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m14,v080149_cat14_wortschatz_cat14_w_048,active,,Welches Wort passt? before that/beforehand | Sequence/addition | before that/beforehand | vorher | vorher | `bevor` means before; the finite verb goes to the end.,Sequence/addition,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
